Sr. No.,Name,Symbol,Date,Open,High,Low,Close,Volume,Market Cap
1,TRON,TRX,"Jul 05, 2022",$0.07 ,$0.07 ,$0.07 ,$0.07 ,"$645,612,237 ","$6,306,969,906 "
2,TRON,TRX,"Jul 04, 2022",$0.07 ,$0.07 ,$0.07 ,$0.07 ,"$587,238,127 ","$6,218,651,381 "
3,TRON,TRX,"Jul 03, 2022",$0.06 ,$0.07 ,$0.06 ,$0.07 ,"$593,842,787 ","$6,127,028,340 "
4,TRON,TRX,"Jul 02, 2022",$0.06 ,$0.07 ,$0.06 ,$0.06 ,"$448,329,134 ","$5,990,144,091 "
5,TRON,TRX,"Jul 01, 2022",$0.06 ,$0.07 ,$0.06 ,$0.06 ,"$775,984,995 ","$6,006,650,856 "
6,TRON,TRX,"Jun 30, 2022",$0.06 ,$0.07 ,$0.06 ,$0.06 ,"$772,177,738 ","$5,989,244,853 "
7,TRON,TRX,"Jun 29, 2022",$0.07 ,$0.07 ,$0.06 ,$0.06 ,"$633,531,668 ","$5,996,279,033 "
8,TRON,TRX,"Jun 28, 2022",$0.07 ,$0.07 ,$0.07 ,$0.07 ,"$711,602,626 ","$6,108,115,560 "
9,TRON,TRX,"Jun 27, 2022",$0.06 ,$0.07 ,$0.06 ,$0.07 ,"$783,335,544 ","$6,203,983,861 "
10,TRON,TRX,"Jun 26, 2022",$0.06 ,$0.07 ,$0.06 ,$0.06 ,"$429,015,922 ","$6,009,178,176 "
11,TRON,TRX,"Jun 25, 2022",$0.07 ,$0.07 ,$0.06 ,$0.06 ,"$450,270,261 ","$6,004,598,717 "
12,TRON,TRX,"Jun 24, 2022",$0.06 ,$0.07 ,$0.06 ,$0.07 ,"$588,393,543 ","$6,096,020,358 "
13,TRON,TRX,"Jun 23, 2022",$0.06 ,$0.06 ,$0.06 ,$0.06 ,"$470,843,937 ","$5,896,947,086 "
14,TRON,TRX,"Jun 22, 2022",$0.06 ,$0.07 ,$0.06 ,$0.06 ,"$556,844,383 ","$5,839,538,085 "
15,TRON,TRX,"Jun 21, 2022",$0.06 ,$0.07 ,$0.06 ,$0.06 ,"$729,139,975 ","$5,998,876,020 "
16,TRON,TRX,"Jun 20, 2022",$0.06 ,$0.06 ,$0.06 ,$0.06 ,"$646,782,356 ","$5,657,302,815 "
17,TRON,TRX,"Jun 19, 2022",$0.06 ,$0.06 ,$0.06 ,$0.06 ,"$852,991,390 ","$5,689,379,150 "
18,TRON,TRX,"Jun 18, 2022",$0.06 ,$0.06 ,$0.06 ,$0.06 ,"$1,028,383,584 ","$5,636,621,276 "
19,TRON,TRX,"Jun 17, 2022",$0.06 ,$0.06 ,$0.06 ,$0.06 ,"$762,884,513 ","$5,539,713,606 "
20,TRON,TRX,"Jun 16, 2022",$0.06 ,$0.07 ,$0.06 ,$0.06 ,"$1,183,929,294 ","$5,467,279,687 "
21,TRON,TRX,"Jun 15, 2022",$0.06 ,$0.06 ,$0.05 ,$0.06 ,"$2,755,308,725 ","$5,822,999,305 "
22,TRON,TRX,"Jun 14, 2022",$0.06 ,$0.06 ,$0.05 ,$0.06 ,"$1,822,789,352 ","$5,161,873,397 "
23,TRON,TRX,"Jun 13, 2022",$0.08 ,$0.08 ,$0.06 ,$0.06 ,"$2,287,620,588 ","$5,903,124,671 "
24,TRON,TRX,"Jun 12, 2022",$0.08 ,$0.08 ,$0.07 ,$0.08 ,"$976,987,397 ","$7,072,035,292 "
25,TRON,TRX,"Jun 11, 2022",$0.08 ,$0.08 ,$0.07 ,$0.08 ,"$781,940,113 ","$7,028,106,788 "
26,TRON,TRX,"Jun 10, 2022",$0.08 ,$0.08 ,$0.08 ,$0.08 ,"$768,679,902 ","$7,325,219,743 "
27,TRON,TRX,"Jun 09, 2022",$0.08 ,$0.08 ,$0.08 ,$0.08 ,"$699,118,760 ","$7,514,002,758 "
28,TRON,TRX,"Jun 08, 2022",$0.08 ,$0.08 ,$0.08 ,$0.08 ,"$817,566,177 ","$7,482,670,434 "
29,TRON,TRX,"Jun 07, 2022",$0.08 ,$0.08 ,$0.08 ,$0.08 ,"$908,038,206 ","$7,610,562,216 "
30,TRON,TRX,"Jun 06, 2022",$0.08 ,$0.08 ,$0.08 ,$0.08 ,"$779,535,719 ","$7,616,532,074 "
31,TRON,TRX,"Jun 05, 2022",$0.08 ,$0.08 ,$0.08 ,$0.08 ,"$598,654,849 ","$7,590,707,470 "
32,TRON,TRX,"Jun 04, 2022",$0.08 ,$0.08 ,$0.08 ,$0.08 ,"$871,853,678 ","$7,492,016,256 "
