Sr. No.,Name,Symbol,Date,Open,High,Low,Close,Volume,Market Cap
74,XRP,XRP,"Apr 23, 2022",$0.72 ,$0.72 ,$0.71 ,$0.71 ,"$1,332,520,641 ","$34,044,327,572 "
75,XRP,XRP,"Apr 22, 2022",$0.73 ,$0.74 ,$0.72 ,$0.72 ,"$1,881,203,798 ","$34,597,013,609 "
76,XRP,XRP,"Apr 21, 2022",$0.75 ,$0.76 ,$0.73 ,$0.73 ,"$1,990,297,103 ","$35,269,702,729 "
77,XRP,XRP,"Apr 20, 2022",$0.78 ,$0.78 ,$0.74 ,$0.75 ,"$1,798,898,557 ","$36,183,721,880 "
78,XRP,XRP,"Apr 19, 2022",$0.77 ,$0.78 ,$0.76 ,$0.78 ,"$1,834,225,828 ","$37,284,568,266 "
79,XRP,XRP,"Apr 18, 2022",$0.75 ,$0.77 ,$0.73 ,$0.77 ,"$2,134,418,883 ","$36,968,648,414 "
80,XRP,XRP,"Apr 17, 2022",$0.78 ,$0.78 ,$0.75 ,$0.75 ,"$1,350,930,297 ","$36,253,212,424 "
81,XRP,XRP,"Apr 16, 2022",$0.79 ,$0.80 ,$0.77 ,$0.78 ,"$1,526,957,904 ","$37,634,094,415 "
82,XRP,XRP,"Apr 15, 2022",$0.73 ,$0.79 ,$0.73 ,$0.79 ,"$2,897,060,464 ","$37,818,615,459 "
83,XRP,XRP,"Apr 14, 2022",$0.72 ,$0.74 ,$0.71 ,$0.73 ,"$1,716,488,200 ","$34,985,591,016 "
84,XRP,XRP,"Apr 13, 2022",$0.72 ,$0.72 ,$0.70 ,$0.72 ,"$1,678,860,044 ","$34,842,663,677 "
85,XRP,XRP,"Apr 12, 2022",$0.70 ,$0.72 ,$0.69 ,$0.72 ,"$1,990,027,592 ","$34,494,341,129 "
86,XRP,XRP,"Apr 11, 2022",$0.76 ,$0.76 ,$0.69 ,$0.70 ,"$2,367,700,413 ","$33,455,057,716 "
87,XRP,XRP,"Apr 10, 2022",$0.76 ,$0.77 ,$0.76 ,$0.76 ,"$1,046,936,968 ","$36,419,765,610 "
88,XRP,XRP,"Apr 09, 2022",$0.75 ,$0.77 ,$0.75 ,$0.76 ,"$1,008,306,245 ","$36,755,308,793 "
89,XRP,XRP,"Apr 08, 2022",$0.79 ,$0.79 ,$0.75 ,$0.75 ,"$1,684,019,539 ","$36,296,665,540 "
90,XRP,XRP,"Apr 07, 2022",$0.76 ,$0.79 ,$0.76 ,$0.79 ,"$1,628,783,831 ","$37,930,537,445 "
91,XRP,XRP,"Apr 06, 2022",$0.82 ,$0.82 ,$0.76 ,$0.76 ,"$2,527,126,540 ","$36,645,998,001 "
92,XRP,XRP,"Apr 05, 2022",$0.83 ,$0.83 ,$0.82 ,$0.82 ,"$1,548,706,718 ","$39,357,366,402 "
93,XRP,XRP,"Apr 04, 2022",$0.84 ,$0.84 ,$0.81 ,$0.83 ,"$1,876,069,127 ","$39,819,890,699 "
94,XRP,XRP,"Apr 03, 2022",$0.82 ,$0.85 ,$0.82 ,$0.84 ,"$1,348,476,817 ","$40,575,582,678 "
95,XRP,XRP,"Apr 02, 2022",$0.83 ,$0.85 ,$0.82 ,$0.82 ,"$1,624,227,101 ","$39,707,657,921 "
