Sr. No.,Name,Symbol,Date,Open,High,Low,Close,Volume,Market Cap
31,Bitcoin,BTC,"Jun 05, 2022","$29,835.12 ","$30,117.74 ","$29,574.45 ","$29,906.66 ","$17,264,085,441 ","$569,996,838,237 "
32,Bitcoin,BTC,"Jun 04, 2022","$29,706.14 ","$29,930.56 ","$29,500.01 ","$29,832.91 ","$16,588,370,958 ","$568,564,420,350 "
33,Bitcoin,BTC,"Jun 03, 2022","$30,467.81 ","$30,633.03 ","$29,375.69 ","$29,704.39 ","$26,175,547,452 ","$566,088,081,691 "
34,Bitcoin,BTC,"Jun 02, 2022","$29,794.89 ","$30,604.73 ","$29,652.70 ","$30,467.49 ","$29,083,562,061 ","$580,603,466,872 "
35,Bitcoin,BTC,"Jun 01, 2022","$31,792.55 ","$31,957.28 ","$29,501.59 ","$29,799.08 ","$41,135,817,341 ","$567,842,680,886 "
36,Bitcoin,BTC,"May 31, 2022","$31,723.87 ","$32,249.86 ","$31,286.15 ","$31,792.31 ","$33,538,210,634 ","$605,797,887,876 "
37,Bitcoin,BTC,"May 30, 2022","$29,443.37 ","$31,949.63 ","$29,303.57 ","$31,726.39 ","$39,277,993,274 ","$604,513,442,526 "
38,Bitcoin,BTC,"May 29, 2022","$29,019.87 ","$29,498.01 ","$28,841.11 ","$29,445.96 ","$18,093,886,409 ","$561,034,743,433 "
39,Bitcoin,BTC,"May 28, 2022","$28,842.10 ","$29,135.92 ","$28,554.57 ","$29,023.49 ","$19,252,320,708 ","$552,958,193,308 "
40,Bitcoin,BTC,"May 27, 2022","$29,251.14 ","$29,346.94 ","$28,326.61 ","$28,627.57 ","$36,582,005,748 ","$545,388,222,664 "
41,Bitcoin,BTC,"May 26, 2022","$29,564.78 ","$29,834.16 ","$28,261.91 ","$29,267.22 ","$36,774,325,352 ","$557,547,946,793 "
42,Bitcoin,BTC,"May 25, 2022","$29,653.14 ","$30,157.78 ","$29,384.95 ","$29,562.36 ","$27,525,063,551 ","$563,145,244,692 "
43,Bitcoin,BTC,"May 24, 2022","$29,101.13 ","$29,774.35 ","$28,786.59 ","$29,655.59 ","$26,616,506,245 ","$564,895,173,841 "
44,Bitcoin,BTC,"May 23, 2022","$30,309.40 ","$30,590.59 ","$28,975.56 ","$29,098.91 ","$31,483,454,557 ","$554,268,758,109 "
45,Bitcoin,BTC,"May 22, 2022","$29,432.47 ","$30,425.86 ","$29,275.18 ","$30,323.72 ","$21,631,532,270 ","$577,568,895,836 "
46,Bitcoin,BTC,"May 21, 2022","$29,199.86 ","$29,588.87 ","$29,027.39 ","$29,432.23 ","$17,274,840,442 ","$560,565,793,082 "
47,Bitcoin,BTC,"May 20, 2022","$30,311.12 ","$30,664.98 ","$28,793.61 ","$29,200.74 ","$30,749,382,605 ","$556,131,920,269 "
48,Bitcoin,BTC,"May 19, 2022","$28,720.36 ","$30,430.75 ","$28,708.96 ","$30,314.33 ","$33,773,447,707 ","$577,316,228,899 "
49,Bitcoin,BTC,"May 18, 2022","$30,424.48 ","$30,618.72 ","$28,720.27 ","$28,720.27 ","$31,285,268,319 ","$546,936,441,380 "
50,Bitcoin,BTC,"May 17, 2022","$29,862.41 ","$30,694.49 ","$29,570.30 ","$30,425.86 ","$29,101,473,475 ","$579,391,415,566 "
51,Bitcoin,BTC,"May 16, 2022","$31,304.37 ","$31,305.34 ","$29,251.89 ","$29,862.92 ","$32,613,897,286 ","$568,643,328,349 "
52,Bitcoin,BTC,"May 15, 2022","$30,098.59 ","$31,308.19 ","$29,527.74 ","$31,305.11 ","$25,835,372,065 ","$596,074,575,228 "
53,Bitcoin,BTC,"May 14, 2022","$29,285.64 ","$30,192.80 ","$28,702.91 ","$30,101.27 ","$28,579,868,620 ","$573,129,618,195 "
54,Bitcoin,BTC,"May 13, 2022","$29,030.91 ","$30,924.80 ","$28,782.33 ","$29,283.10 ","$42,841,124,537 ","$557,525,025,253 "
55,Bitcoin,BTC,"May 12, 2022","$28,936.73 ","$30,032.44 ","$26,350.49 ","$29,047.75 ","$66,989,173,272 ","$553,017,241,735 "
56,Bitcoin,BTC,"May 11, 2022","$31,016.18 ","$32,013.40 ","$28,170.41 ","$28,936.36 ","$70,388,855,818 ","$550,870,071,634 "
57,Bitcoin,BTC,"May 10, 2022","$30,273.65 ","$32,596.31 ","$29,944.80 ","$31,022.91 ","$59,811,038,817 ","$590,565,398,299 "
58,Bitcoin,BTC,"May 09, 2022","$34,060.02 ","$34,222.07 ","$30,296.95 ","$30,296.95 ","$63,355,494,961 ","$576,716,899,023 "
59,Bitcoin,BTC,"May 08, 2022","$35,502.94 ","$35,502.94 ","$33,878.96 ","$34,059.26 ","$36,763,041,910 ","$648,302,121,215 "
60,Bitcoin,BTC,"May 07, 2022","$36,042.50 ","$36,129.93 ","$34,940.82 ","$35,501.95 ","$24,375,896,406 ","$675,729,532,874 "
61,Bitcoin,BTC,"May 06, 2022","$36,573.18 ","$36,624.36 ","$35,482.13 ","$36,040.92 ","$37,795,577,489 ","$685,953,792,236 "
62,Bitcoin,BTC,"May 05, 2022","$39,695.75 ","$39,789.28 ","$35,856.52 ","$36,575.14 ","$43,106,256,317 ","$696,088,266,356 "
63,Bitcoin,BTC,"May 04, 2022","$37,748.01 ","$39,902.95 ","$37,732.06 ","$39,698.37 ","$36,754,404,490 ","$755,491,473,700 "
64,Bitcoin,BTC,"May 03, 2022","$38,528.11 ","$38,629.99 ","$37,585.62 ","$37,750.45 ","$27,326,943,244 ","$718,385,701,943 "
65,Bitcoin,BTC,"May 02, 2022","$38,472.19 ","$39,074.97 ","$38,156.56 ","$38,529.33 ","$32,922,642,426 ","$733,170,725,791 "
66,Bitcoin,BTC,"May 01, 2022","$37,713.27 ","$38,627.86 ","$37,585.79 ","$38,469.09 ","$27,002,760,110 ","$731,986,764,312 "
67,Bitcoin,BTC,"Apr 30, 2022","$38,605.86 ","$38,771.21 ","$37,697.94 ","$37,714.88 ","$23,895,713,731 ","$717,596,901,509 "
68,Bitcoin,BTC,"Apr 29, 2022","$39,768.62 ","$39,887.27 ","$38,235.54 ","$38,609.82 ","$30,882,994,649 ","$734,589,762,490 "
69,Bitcoin,BTC,"Apr 28, 2022","$39,241.43 ","$40,269.47 ","$38,941.42 ","$39,773.83 ","$33,903,704,907 ","$756,698,317,682 "
70,Bitcoin,BTC,"Apr 27, 2022","$38,120.30 ","$39,397.92 ","$37,997.31 ","$39,241.12 ","$30,981,015,184 ","$746,531,438,329 "
71,Bitcoin,BTC,"Apr 26, 2022","$40,448.42 ","$40,713.89 ","$37,884.99 ","$38,117.46 ","$34,569,088,416 ","$725,113,482,674 "
72,Bitcoin,BTC,"Apr 25, 2022","$39,472.61 ","$40,491.75 ","$38,338.38 ","$40,458.31 ","$35,445,730,570 ","$769,607,056,243 "
73,Bitcoin,BTC,"Apr 24, 2022","$39,478.37 ","$39,845.92 ","$39,233.54 ","$39,469.29 ","$17,964,398,167 ","$750,755,023,764 "
74,Bitcoin,BTC,"Apr 23, 2022","$39,738.72 ","$39,935.86 ","$39,352.20 ","$39,486.73 ","$16,138,021,249 ","$751,045,477,435 "
75,Bitcoin,BTC,"Apr 22, 2022","$40,525.86 ","$40,777.76 ","$39,315.42 ","$39,740.32 ","$28,011,716,745 ","$755,827,581,233 "
76,Bitcoin,BTC,"Apr 21, 2022","$41,371.52 ","$42,893.58 ","$40,063.83 ","$40,527.36 ","$35,372,786,395 ","$770,762,297,843 "
77,Bitcoin,BTC,"Apr 20, 2022","$41,501.74 ","$42,126.30 ","$40,961.10 ","$41,374.38 ","$27,819,532,341 ","$786,828,424,699 "
78,Bitcoin,BTC,"Apr 19, 2022","$40,828.17 ","$41,672.96 ","$40,618.63 ","$41,502.75 ","$25,303,206,547 ","$789,227,424,713 "
79,Bitcoin,BTC,"Apr 18, 2022","$39,721.20 ","$40,986.32 ","$38,696.19 ","$40,826.21 ","$33,705,182,072 ","$776,330,593,866 "
80,Bitcoin,BTC,"Apr 17, 2022","$40,417.78 ","$40,570.73 ","$39,620.89 ","$39,716.95 ","$19,087,633,042 ","$755,201,997,823 "
81,Bitcoin,BTC,"Apr 16, 2022","$40,552.32 ","$40,633.68 ","$40,078.43 ","$40,424.48 ","$16,833,150,693 ","$768,615,440,640 "
82,Bitcoin,BTC,"Apr 15, 2022","$39,939.40 ","$40,617.72 ","$39,866.83 ","$40,553.46 ","$21,756,855,753 ","$771,033,872,659 "
83,Bitcoin,BTC,"Apr 14, 2022","$41,160.22 ","$41,451.48 ","$39,695.74 ","$39,935.52 ","$24,342,001,973 ","$759,245,303,311 "
84,Bitcoin,BTC,"Apr 13, 2022","$40,123.57 ","$41,430.05 ","$39,712.75 ","$41,166.73 ","$27,691,105,228 ","$782,617,115,810 "
85,Bitcoin,BTC,"Apr 12, 2022","$39,533.71 ","$40,617.59 ","$39,388.33 ","$40,127.18 ","$30,991,500,854 ","$762,819,737,794 "
86,Bitcoin,BTC,"Apr 11, 2022","$42,201.04 ","$42,424.59 ","$39,373.06 ","$39,521.90 ","$33,949,912,166 ","$751,274,786,459 "
87,Bitcoin,BTC,"Apr 10, 2022","$42,781.09 ","$43,376.38 ","$42,021.21 ","$42,207.67 ","$17,654,475,582 ","$802,293,412,897 "
88,Bitcoin,BTC,"Apr 09, 2022","$42,282.08 ","$42,786.82 ","$42,183.25 ","$42,782.14 ","$16,050,772,496 ","$813,175,789,802 "
89,Bitcoin,BTC,"Apr 08, 2022","$43,505.14 ","$43,903.02 ","$42,183.29 ","$42,287.66 ","$27,215,995,394 ","$803,736,501,494 "
90,Bitcoin,BTC,"Apr 07, 2022","$43,207.50 ","$43,860.70 ","$42,899.91 ","$43,503.85 ","$26,101,973,106 ","$826,814,841,543 "
91,Bitcoin,BTC,"Apr 06, 2022","$45,544.36 ","$45,544.36 ","$43,193.95 ","$43,206.74 ","$39,393,395,788 ","$821,131,605,927 "
92,Bitcoin,BTC,"Apr 05, 2022","$46,624.51 ","$47,106.14 ","$45,544.81 ","$45,555.99 ","$29,640,604,055 ","$865,734,982,991 "
93,Bitcoin,BTC,"Apr 04, 2022","$46,445.27 ","$46,791.09 ","$45,235.82 ","$46,622.67 ","$32,499,785,455 ","$885,964,854,050 "
94,Bitcoin,BTC,"Apr 03, 2022","$45,859.13 ","$47,313.48 ","$45,634.10 ","$46,453.57 ","$25,414,397,610 ","$882,703,992,271 "
95,Bitcoin,BTC,"Apr 02, 2022","$46,285.50 ","$47,028.28 ","$45,782.51 ","$45,868.95 ","$29,336,594,194 ","$871,556,728,553 "
96,Bitcoin,BTC,"Apr 01, 2022","$45,554.16 ","$46,616.24 ","$44,403.14 ","$46,281.64 ","$38,162,644,287 ","$879,359,612,625 "
97,Bitcoin,BTC,"Mar 31, 2022","$47,062.15 ","$47,512.03 ","$45,390.54 ","$45,538.68 ","$33,327,427,106 ","$865,202,119,216 "
98,Bitcoin,BTC,"Mar 30, 2022","$47,456.90 ","$47,655.15 ","$46,746.21 ","$47,062.66 ","$29,333,883,962 ","$894,116,777,852 "
99,Bitcoin,BTC,"Mar 29, 2022","$47,100.44 ","$48,022.29 ","$47,100.44 ","$47,465.73 ","$31,397,059,069 ","$901,733,146,417 "
100,Bitcoin,BTC,"Mar 28, 2022","$46,821.85 ","$48,086.84 ","$46,690.20 ","$47,128.01 ","$36,362,175,703 ","$895,273,041,065 "
101,Bitcoin,BTC,"Mar 27, 2022","$44,505.36 ","$46,827.55 ","$44,437.29 ","$46,820.49 ","$28,160,889,722 ","$889,385,706,663 "
102,Bitcoin,BTC,"Mar 26, 2022","$44,349.86 ","$44,736.00 ","$44,166.28 ","$44,500.83 ","$16,950,455,995 ","$845,283,757,076 "
103,Bitcoin,BTC,"Mar 25, 2022","$43,964.55 ","$44,999.49 ","$43,706.29 ","$44,348.73 ","$30,574,413,034 ","$842,351,457,245 "
104,Bitcoin,BTC,"Mar 24, 2022","$42,886.65 ","$44,131.85 ","$42,726.16 ","$43,960.93 ","$31,042,992,291 ","$834,943,671,214 "
105,Bitcoin,BTC,"Mar 23, 2022","$42,364.38 ","$42,893.51 ","$41,877.51 ","$42,892.96 ","$25,242,943,069 ","$814,620,088,889 "
106,Bitcoin,BTC,"Mar 22, 2022","$41,074.10 ","$43,124.71 ","$40,948.28 ","$42,358.81 ","$32,004,652,376 ","$804,437,952,236 "
107,Bitcoin,BTC,"Mar 21, 2022","$41,246.13 ","$41,454.41 ","$40,668.04 ","$41,078.00 ","$24,615,543,271 ","$780,074,755,650 "
108,Bitcoin,BTC,"Mar 20, 2022","$42,191.41 ","$42,241.16 ","$41,004.76 ","$41,247.82 ","$20,127,946,682 ","$783,260,570,384 "
109,Bitcoin,BTC,"Mar 19, 2022","$41,794.65 ","$42,316.55 ","$41,602.67 ","$42,190.65 ","$19,664,853,187 ","$801,124,017,583 "
110,Bitcoin,BTC,"Mar 18, 2022","$40,944.84 ","$42,195.74 ","$40,302.40 ","$41,801.15 ","$34,421,564,942 ","$793,688,176,484 "
111,Bitcoin,BTC,"Mar 17, 2022","$41,140.84 ","$41,287.54 ","$40,662.87 ","$40,951.38 ","$22,009,601,093 ","$777,515,183,730 "
112,Bitcoin,BTC,"Mar 16, 2022","$39,335.57 ","$41,465.45 ","$39,022.35 ","$41,143.93 ","$39,616,916,192 ","$781,131,586,213 "
113,Bitcoin,BTC,"Mar 15, 2022","$39,664.25 ","$39,794.63 ","$38,310.21 ","$39,338.79 ","$23,934,000,868 ","$746,821,744,421 "
114,Bitcoin,BTC,"Mar 14, 2022","$37,846.32 ","$39,742.50 ","$37,680.73 ","$39,666.76 ","$24,322,159,070 ","$753,013,859,090 "
115,Bitcoin,BTC,"Mar 13, 2022","$38,884.72 ","$39,209.35 ","$37,728.14 ","$37,849.66 ","$17,300,745,310 ","$718,481,905,386 "
116,Bitcoin,BTC,"Mar 12, 2022","$38,794.46 ","$39,308.60 ","$38,772.54 ","$38,904.01 ","$14,616,450,657 ","$738,459,914,964 "
117,Bitcoin,BTC,"Mar 11, 2022","$39,439.97 ","$40,081.68 ","$38,347.43 ","$38,794.97 ","$26,364,890,465 ","$736,353,069,777 "
