Sr. No.,Name,Symbol,Date,Open,High,Low,Close,Volume,Market Cap
67,Dogecoin,DOGE,"Apr 30, 2022",$0.14 ,$0.14 ,$0.13 ,$0.13 ,"$916,612,071 ","$16,923,138,964 "
68,Dogecoin,DOGE,"Apr 29, 2022",$0.14 ,$0.14 ,$0.13 ,$0.14 ,"$1,555,397,213 ","$17,914,168,301 "
69,Dogecoin,DOGE,"Apr 28, 2022",$0.14 ,$0.14 ,$0.14 ,$0.14 ,"$1,105,137,506 ","$18,224,002,850 "
70,Dogecoin,DOGE,"Apr 27, 2022",$0.14 ,$0.15 ,$0.14 ,$0.14 ,"$1,765,370,972 ","$18,534,076,575 "
71,Dogecoin,DOGE,"Apr 26, 2022",$0.16 ,$0.17 ,$0.14 ,$0.14 ,"$4,529,010,503 ","$18,277,666,837 "
72,Dogecoin,DOGE,"Apr 25, 2022",$0.13 ,$0.17 ,$0.12 ,$0.16 ,"$5,177,823,685 ","$20,956,499,548 "
73,Dogecoin,DOGE,"Apr 24, 2022",$0.13 ,$0.13 ,$0.13 ,$0.13 ,"$436,620,221 ","$17,505,501,096 "
74,Dogecoin,DOGE,"Apr 23, 2022",$0.14 ,$0.14 ,$0.13 ,$0.13 ,"$349,740,069 ","$17,809,878,001 "
75,Dogecoin,DOGE,"Apr 22, 2022",$0.14 ,$0.14 ,$0.14 ,$0.14 ,"$505,251,263 ","$18,095,627,231 "
76,Dogecoin,DOGE,"Apr 21, 2022",$0.14 ,$0.14 ,$0.14 ,$0.14 ,"$740,549,793 ","$18,091,691,994 "
77,Dogecoin,DOGE,"Apr 20, 2022",$0.14 ,$0.15 ,$0.14 ,$0.14 ,"$1,068,542,289 ","$18,690,437,664 "
78,Dogecoin,DOGE,"Apr 19, 2022",$0.14 ,$0.14 ,$0.14 ,$0.14 ,"$679,511,647 ","$18,927,465,460 "
79,Dogecoin,DOGE,"Apr 18, 2022",$0.14 ,$0.14 ,$0.13 ,$0.14 ,"$909,718,484 ","$18,611,806,558 "
80,Dogecoin,DOGE,"Apr 17, 2022",$0.14 ,$0.14 ,$0.14 ,$0.14 ,"$636,442,285 ","$18,502,130,209 "
81,Dogecoin,DOGE,"Apr 16, 2022",$0.15 ,$0.15 ,$0.14 ,$0.14 ,"$584,019,179 ","$19,066,403,328 "
82,Dogecoin,DOGE,"Apr 15, 2022",$0.14 ,$0.15 ,$0.14 ,$0.15 ,"$1,140,382,087 ","$19,373,412,830 "
83,Dogecoin,DOGE,"Apr 14, 2022",$0.14 ,$0.15 ,$0.14 ,$0.14 ,"$1,759,067,761 ","$19,093,992,476 "
84,Dogecoin,DOGE,"Apr 13, 2022",$0.14 ,$0.14 ,$0.14 ,$0.14 ,"$890,728,707 ","$18,584,575,505 "
85,Dogecoin,DOGE,"Apr 12, 2022",$0.13 ,$0.14 ,$0.13 ,$0.14 ,"$1,214,105,682 ","$18,318,689,127 "
86,Dogecoin,DOGE,"Apr 11, 2022",$0.15 ,$0.15 ,$0.13 ,$0.13 ,"$1,515,679,359 ","$17,864,668,009 "
87,Dogecoin,DOGE,"Apr 10, 2022",$0.14 ,$0.16 ,$0.14 ,$0.15 ,"$1,931,829,669 ","$19,838,945,901 "
88,Dogecoin,DOGE,"Apr 09, 2022",$0.14 ,$0.14 ,$0.14 ,$0.14 ,"$523,997,409 ","$19,144,853,674 "
89,Dogecoin,DOGE,"Apr 08, 2022",$0.15 ,$0.15 ,$0.14 ,$0.14 ,"$1,683,800,631 ","$18,912,034,531 "
90,Dogecoin,DOGE,"Apr 07, 2022",$0.14 ,$0.15 ,$0.14 ,$0.15 ,"$1,420,790,611 ","$19,383,473,010 "
91,Dogecoin,DOGE,"Apr 06, 2022",$0.17 ,$0.17 ,$0.14 ,$0.14 ,"$3,729,047,979 ","$19,027,194,283 "
92,Dogecoin,DOGE,"Apr 05, 2022",$0.15 ,$0.18 ,$0.15 ,$0.17 ,"$5,230,288,678 ","$22,939,641,521 "
93,Dogecoin,DOGE,"Apr 04, 2022",$0.15 ,$0.16 ,$0.14 ,$0.15 ,"$2,253,509,569 ","$19,713,668,161 "
94,Dogecoin,DOGE,"Apr 03, 2022",$0.14 ,$0.15 ,$0.14 ,$0.15 ,"$1,047,399,132 ","$19,430,050,406 "
95,Dogecoin,DOGE,"Apr 02, 2022",$0.14 ,$0.14 ,$0.14 ,$0.14 ,"$682,408,266 ","$18,429,681,147 "
96,Dogecoin,DOGE,"Apr 01, 2022",$0.14 ,$0.14 ,$0.13 ,$0.14 ,"$877,530,017 ","$18,748,428,964 "
97,Dogecoin,DOGE,"Mar 31, 2022",$0.14 ,$0.15 ,$0.14 ,$0.14 ,"$1,055,136,949 ","$18,285,489,532 "
